expression,folder,n_rows,n_viewpoints,complete_215,A_cosine_left,A_cosine_right,A_cosine_detected_left,A_cosine_detected_right,A_angular_left,A_angular_right,A_angular_detected_left,A_angular_detected_right,A_euclidean_left,A_euclidean_right,A_euclidean_detected_left,A_euclidean_detected_right,A_path_left,A_path_right,A_path_detected_left,A_path_detected_right,A_rate_left,A_rate_right,A_rate_detected_left,A_rate_detected_right,A_curvature_left,A_curvature_right,A_curvature_detected_left,A_curvature_detected_right,A_instability_left,A_instability_right,A_instability_detected_left,A_instability_detected_right,C_left,C_right,C_detected_left,C_detected_right,B_left,B_right,B_detected_left,B_detected_right,missing_left,missing_right,left_ordering,right_ordering
With Forehead Wrinkles Angry,Female_With Forehead Wrinkles Angry 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
With Forehead Wrinkles Angry,Female_With Forehead Wrinkles Angry 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,65.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
With Forehead Wrinkles Angry,Female_With Forehead Wrinkles Angry 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,3.0,True,True,,,False,False,211.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
With Forehead Wrinkles Angry,Female_With Forehead Wrinkles Angry 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZMouth Open Horizontal,Female_ZMouth Open Horizontal,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
ZMouth Open Horizontal And Vertical,Female_ZMouth Open Horizontal And Vertical,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
+10,Male_+10,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,56.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
+20,Male_+20,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
+20_ZMouth Open Horizontal And Vertical,Male_+20_ZMouth Open Horizontal And Vertical,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
+30,Male_+30,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
+40,Male_+40,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
+50,Male_+50,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,3.0,True,True,,,False,False,212.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
+50_ZMouth Open Horizontal And Vertical,Male_+50_ZMouth Open Horizontal And Vertical,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
-10,Male_-10,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
-10_ZMouth Open Horizontal And Vertical,Male_-10_ZMouth Open Horizontal And Vertical,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
-20,Male_-20,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
-20_ZMouth Open Horizontal And Vertical,Male_-20_ZMouth Open Horizontal And Vertical,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
-30,Male_-30,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
-40,Male_-40,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
-50,Male_-50,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
-60,Male_-60,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,154.0,51.0,True,True,154.0,51.0,True,True,,,tie,tie
0,Male_0,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,1.0,True,True,,,False,False,36.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Angry,Male_Angry 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,4.0,True,True,,,False,False,211.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Angry,Male_Angry 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,131.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Angry,Male_Angry 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Angry,Male_Angry 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,11.0,True,True,,,False,False,211.0,15.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Angry,Male_Angry 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Anguish,Male_Anguish,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,11.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Animosity Growl,Male_Animosity Growl,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,194.0,2.0,True,True,,,False,False,200.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Animosity Rebellious,Male_Animosity Rebellious,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,200.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Bored,Male_Bored 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,2.0,True,True,,,False,False,195.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Bored,Male_Bored 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Bored,Male_Bored 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Bored,Male_Bored 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,208.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
BreathTaking Over The Moon,Male_BreathTaking Over The Moon,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,194.0,2.0,True,True,,,False,False,200.0,14.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Chewing,Male_Chewing,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,211.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Choking,Male_Choking,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,1.0,True,True,,,False,False,142.0,14.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Coughing,Male_Coughing,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,4.0,True,True,,,False,False,201.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Crazed,Male_Crazed,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,160.0,95.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Crying,Male_Crying,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,2.0,True,True,,,False,False,211.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Cute,Male_Cute 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Cute,Male_Cute 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,21.0,True,True,,,False,False,210.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Cute,Male_Cute 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,3.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Cute,Male_Cute 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,2.0,True,True,,,False,False,213.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Cute,Male_Cute 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Despise,Male_Despise 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,209.0,2.0,True,True,,,False,False,187.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Despise,Male_Despise 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,9.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Despise,Male_Despise 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,15.0,True,True,,,False,False,210.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Despise,Male_Despise 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Despise,Male_Despise 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Determined,Male_Determined,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,14.0,True,True,,,False,False,210.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Distrust,Male_Distrust 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,30.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Distrust,Male_Distrust 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Distrust,Male_Distrust 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,3.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Distrust,Male_Distrust 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Distrust,Male_Distrust 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Empathy,Male_Empathy 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Empathy,Male_Empathy 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,2.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Empathy,Male_Empathy 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,8.0,True,True,,,False,False,211.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Empathy,Male_Empathy 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,1.0,True,True,,,False,False,211.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Empathy,Male_Empathy 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,189.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Anger,Male_Expressions Anger 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,6.0,True,True,,,False,False,145.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Anger,Male_Expressions Anger 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Anger,Male_Expressions Anger 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,5.0,True,True,,,False,False,210.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Anger,Male_Expressions Anger 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,6.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Anger,Male_Expressions Anger 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,5.0,True,True,,,False,False,211.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Confusion,Male_Expressions Confusion 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Confusion,Male_Expressions Confusion 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,213.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Confusion,Male_Expressions Confusion 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,212.0,36.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Confusion,Male_Expressions Confusion 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,5.0,True,True,,,False,False,209.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Confusion,Male_Expressions Confusion 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,5.0,True,True,,,False,False,213.0,8.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Contempt,Male_Expressions Contempt 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Contempt,Male_Expressions Contempt 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Contempt,Male_Expressions Contempt 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,29.0,1.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Contempt,Male_Expressions Contempt 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Contempt,Male_Expressions Contempt 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,9.0,True,True,,,False,False,164.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Desire,Male_Expressions Desire 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Desire,Male_Expressions Desire 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,210.0,3.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Desire,Male_Expressions Desire 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,3.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Desire,Male_Expressions Desire 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,3.0,True,True,,,False,False,211.0,2.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Desire,Male_Expressions Desire 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Disgust,Male_Expressions Disgust 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,199.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Disgust,Male_Expressions Disgust 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,164.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Disgust,Male_Expressions Disgust 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Disgust,Male_Expressions Disgust 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Disgust,Male_Expressions Disgust 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,3.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Excitement,Male_Expressions Excitement 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Excitement,Male_Expressions Excitement 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Excitement,Male_Expressions Excitement 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,148.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Excitement,Male_Expressions Excitement 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,211.0,3.0,True,True,,,False,False,166.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Excitement,Male_Expressions Excitement 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,209.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Fear,Male_Expressions Fear 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Fear,Male_Expressions Fear 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,213.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Fear,Male_Expressions Fear 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,162.0,True,True,,,False,False,213.0,5.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Fear,Male_Expressions Fear 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Fear,Male_Expressions Fear 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,210.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Happiness,Male_Expressions Happiness 01,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Happiness,Male_Expressions Happiness 02,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,210.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Happiness,Male_Expressions Happiness 03,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,212.0,1.0,True,True,,,False,False,212.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Happiness,Male_Expressions Happiness 04,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,209.0,1.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
Expressions Happiness,Male_Expressions Happiness 05,215,215,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,213.0,1.0,True,True,,,False,False,210.0,4.0,True,True,214.0,0.0,True,True,214.0,0.0,True,True,,,tie,tie
